CG/TG,CONSUMER_ID,PRODUCT_ID,PRICE,TRX_DATE,Offer_Type,Type,Validity,Voice_Benefit,Data_Benefit,Voice_Price,Data_Price,Combo_Price,Product_Description
CG,42949716128,P130,279,2022-01-16,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.29E+11,P130,379,2022-01-23,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,85899383399,P130,460,2022-01-31,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,85899370178,P130,375,2022-01-25,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,34359789548,P130,39,2022-02-24,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,50419,P130,400,2022-01-02,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,85899386354,P130,32,2022-03-19,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489291781,P130,21,2022-04-21,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,20,2022-01-24,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,4744,P130,89,2022-03-26,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,85899384255,P130,366,2022-01-04,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.63E+11,P130,252,2022-03-14,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,94489293580,P130,206,2022-05-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.55E+11,P130,56,2022-05-19,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.37E+11,P130,30,2022-03-21,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,241,2022-04-25,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,60129581194,P130,29,2022-04-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.55E+11,P130,393,2022-01-04,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,42949682500,P130,197,2022-05-15,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.37E+11,P130,7,2022-05-15,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,429,2022-03-02,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.63E+11,P130,338,2022-03-26,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,77309424127,P130,88,2022-03-25,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.46E+11,P130,167,2022-04-02,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,340,2022-05-21,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.37E+11,P130,142,2022-03-01,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,166,2022-01-16,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,51539618516,P130,304,2022-03-23,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,79,2022-04-17,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,37189,P130,241,2022-01-20,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489283535,P130,122,2022-03-27,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.03E+11,P130,386,2022-01-28,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,77309415238,P130,451,2022-04-01,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,47398,P130,162,2022-05-30,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,34359749970,P130,143,2022-05-17,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,60129582868,P130,184,2022-05-17,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,44679,P130,330,2022-01-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.03E+11,P130,326,2022-01-13,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.37E+11,P130,239,2022-03-26,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.20E+11,P130,160,2022-03-16,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,8589970150,P130,365,2022-01-20,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,77309453199,P130,107,2022-04-22,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,8589937723,P130,294,2022-04-28,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,394,2022-05-22,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,25769810309,P130,353,2022-03-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,435,2022-02-13,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,122,2022-05-28,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,68719529471,P130,445,2022-03-18,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,68719524556,P130,23,2022-03-21,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,5045,P130,193,2022-05-03,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,30264,P130,251,2022-02-17,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.29E+11,P130,480,2022-03-31,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,77309430218,P130,269,2022-02-02,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,20028,P130,57,2022-03-01,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,68719483989,P130,125,2022-01-19,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,32447,P130,228,2022-01-28,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,17179903435,P130,37,2022-04-01,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.12E+11,P130,36,2022-01-03,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,29648,P130,345,2022-05-23,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.03E+11,P130,289,2022-04-27,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.29E+11,P130,216,2022-01-30,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,85899391233,P130,246,2022-05-20,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,81,2022-03-29,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,77309426226,P130,401,2022-05-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,406,2022-03-28,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,410,2022-04-17,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,68719491447,P130,54,2022-01-20,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,28278,P130,275,2022-03-30,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,42949702798,P130,283,2022-03-27,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,25769811554,P130,67,2022-05-15,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,51539632027,P130,140,2022-03-13,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,34359756111,P130,160,2022-05-22,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,328,2022-05-16,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,42949677720,P130,427,2022-02-21,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,25769835456,P130,250,2022-04-20,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,68719509998,P130,420,2022-01-18,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,241,2022-01-28,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,140,2022-04-23,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,42949712031,P130,206,2022-01-22,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,442,2022-02-23,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,406,2022-01-22,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,42949703981,P130,147,2022-05-16,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,42949691492,P130,300,2022-05-29,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,85899395628,P130,93,2022-04-23,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,8589963786,P130,24,2022-05-17,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.29E+11,P130,455,2022-03-01,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,34359745698,P130,197,2022-05-27,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,102,2022-05-03,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,193,2022-05-20,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.55E+11,P130,266,2022-01-25,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,155,2022-02-15,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,85899382387,P130,427,2022-03-16,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.55E+11,P130,383,2022-05-24,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.29E+11,P130,138,2022-04-22,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.20E+11,P130,435,2022-05-16,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,77309433295,P130,264,2022-01-02,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,85899379338,P130,228,2022-05-19,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,42949689957,P130,187,2022-05-15,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,34359747534,P130,220,2022-01-27,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,34359756298,P130,117,2022-04-20,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,51539624639,P130,348,2022-02-04,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.46E+11,P130,220,2022-02-04,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,434,2022-05-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,42949693248,P130,223,2022-03-14,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,237,2022-03-04,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,400,2022-03-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,34359760282,P130,133,2022-03-23,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,94489315575,P130,445,2022-04-29,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.03E+11,P130,378,2022-03-21,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,51539631603,P130,440,2022-05-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,42949702938,P130,214,2022-05-28,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,25769821950,P130,332,2022-02-26,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,234,2022-05-04,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,51539647836,P130,465,2022-05-26,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,51539631853,P130,133,2022-04-15,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,60129575459,P130,411,2022-01-30,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,60129554871,P130,326,2022-02-17,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.03E+11,P130,217,2022-02-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,85899398856,P130,30,2022-03-04,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.03E+11,P130,189,2022-02-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.12E+11,P130,112,2022-02-03,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489296174,P130,495,2022-01-13,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,94489292251,P130,363,2022-03-14,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489310108,P130,134,2022-01-15,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,8589978482,P130,87,2022-03-16,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,51539648479,P130,247,2022-04-25,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,6722,P130,390,2022-01-24,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.29E+11,P130,490,2022-01-27,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,85899379536,P130,57,2022-03-16,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,85899351327,P130,171,2022-05-28,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,21,2022-04-03,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,25769828673,P130,312,2022-02-03,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,85899355420,P130,173,2022-04-17,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.20E+11,P130,8,2022-05-04,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,159,2022-04-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,77309444725,P130,282,2022-04-13,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,42949694352,P130,394,2022-04-16,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,25769833738,P130,378,2022-03-28,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489300184,P130,463,2022-01-17,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,25769833812,P130,50,2022-03-28,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,68719530809,P130,461,2022-04-14,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,126,2022-04-19,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.37E+11,P130,254,2022-04-30,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,246,2022-02-18,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.29E+11,P130,69,2022-04-14,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489321229,P130,186,2022-04-15,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,77309440924,P130,306,2022-01-24,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.03E+11,P130,350,2022-01-15,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,429,2022-03-18,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,43277,P130,393,2022-02-14,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,17179907835,P130,247,2022-03-28,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,50027,P130,101,2022-03-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,51539646246,P130,199,2022-03-01,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.03E+11,P130,100,2022-02-01,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,25769833078,P130,416,2022-05-13,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,36,2022-01-26,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,77309437246,P130,95,2022-04-29,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,94489304187,P130,291,2022-01-19,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.63E+11,P130,411,2022-02-20,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,471,2022-03-27,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,17179893153,P130,311,2022-01-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.29E+11,P130,272,2022-03-18,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,68719512726,P130,21,2022-03-02,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,42949687053,P130,367,2022-04-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,25769813592,P130,147,2022-05-02,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.55E+11,P130,412,2022-01-18,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,60129559682,P130,484,2022-01-26,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,26,2022-05-19,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,42949683127,P130,144,2022-05-26,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,34359770563,P130,23,2022-01-18,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,51539629414,P130,182,2022-03-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,17179884811,P130,112,2022-04-29,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.03E+11,P130,278,2022-02-15,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.46E+11,P130,283,2022-01-21,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,25769828379,P130,445,2022-01-03,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,51539609955,P130,382,2022-01-02,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,305,2022-05-14,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,153,2022-04-13,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.46E+11,P130,401,2022-01-19,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,68719502327,P130,298,2022-04-15,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,213,2022-05-01,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,25769805198,P130,482,2022-01-01,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,51539617390,P130,286,2022-03-26,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,13668,P130,109,2022-05-31,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,68719507932,P130,494,2022-01-23,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,25769817680,P130,75,2022-05-28,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.29E+11,P130,323,2022-05-25,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,68719493109,P130,180,2022-02-28,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,51539608642,P130,103,2022-03-15,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,85899361708,P130,122,2022-05-29,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.55E+11,P130,81,2022-02-28,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.20E+11,P130,343,2022-03-04,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,60129573129,P130,352,2022-03-29,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.46E+11,P130,111,2022-04-22,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,20857,P130,304,2022-03-18,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.29E+11,P130,76,2022-01-25,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,25723,P130,198,2022-05-04,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,60129551887,P130,449,2022-05-15,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.46E+11,P130,245,2022-05-01,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.29E+11,P130,96,2022-03-26,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,34359745462,P130,86,2022-02-13,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,51539632110,P130,344,2022-04-29,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.29E+11,P130,468,2022-01-01,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,77309440377,P130,259,2022-02-17,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,68719477685,P130,192,2022-04-18,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.12E+11,P130,458,2022-05-18,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,68719478584,P130,57,2022-05-14,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,60129552851,P130,439,2022-04-14,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,50,2022-02-18,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.20E+11,P130,364,2022-01-13,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,60129561409,P130,184,2022-05-13,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,60129561787,P130,450,2022-03-17,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,25769837593,P130,139,2022-05-04,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,17179916014,P130,402,2022-01-02,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,231,2022-03-30,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,17179916160,P130,113,2022-02-26,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,8589959937,P130,373,2022-04-23,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,60129556468,P130,307,2022-05-01,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.12E+11,P130,385,2022-02-25,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,25769833155,P130,233,2022-05-01,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.12E+11,P130,68,2022-02-22,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,60129566206,P130,306,2022-01-22,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,77309430374,P130,300,2022-04-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,34359780450,P130,299,2022-01-19,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.37E+11,P130,270,2022-01-14,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.37E+11,P130,232,2022-03-15,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,34359755356,P130,349,2022-05-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,60129578419,P130,147,2022-03-22,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,51539613912,P130,207,2022-02-24,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,77309453331,P130,161,2022-01-17,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,34359780479,P130,438,2022-01-23,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,94489287157,P130,124,2022-02-24,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.55E+11,P130,387,2022-03-22,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.03E+11,P130,48,2022-01-13,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.20E+11,P130,188,2022-03-29,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.46E+11,P130,138,2022-02-26,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,17179882182,P130,472,2022-02-24,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,85899381732,P130,294,2022-05-31,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.12E+11,P130,312,2022-03-02,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,8589935541,P130,84,2022-02-27,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,34359786343,P130,394,2022-05-29,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.20E+11,P130,259,2022-01-03,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,42949676437,P130,269,2022-02-21,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,77309423918,P130,252,2022-04-28,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,94489289396,P130,328,2022-01-17,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.12E+11,P130,116,2022-05-23,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,34359760945,P130,236,2022-04-16,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.46E+11,P130,255,2022-03-22,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.46E+11,P130,239,2022-05-05,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,94489303215,P130,253,2022-02-25,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.46E+11,P130,48,2022-02-19,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,60129570488,P130,132,2022-03-14,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,94489303312,P130,227,2022-05-21,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.37E+11,P130,249,2022-01-22,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,38200,P130,249,2022-04-22,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,25769833261,P130,440,2022-02-28,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
TG,1.37E+11,P130,193,2022-01-29,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.12E+11,P130,402,2022-05-04,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
CG,1.63E+11,P130,462,2022-03-18,Open,Data,Daily,0,676,0,346,0,70 Local+National SMS_7D
